web_scraper_order,web_scraper_start_url,type clothes,price,address ,image_link
"1765190815-132","https://sn.coinafrique.com/categorie/vetements-homme?page=118","Ensemble short","10 000CFA","Grand Dakar, Dakar, Sénégal","https://images.coinafrique.com/thumb_2199713_uploaded_image1_1590848212.jpg"
"1765190815-133","https://sn.coinafrique.com/categorie/vetements-homme?page=118","Pantalon homme","12 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2199467_uploaded_image1_1590845239.jpg"
"1765190815-134","https://sn.coinafrique.com/categorie/vetements-homme?page=118","Pantalon kaki","12 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2199445_uploaded_image1_1590845061.jpg"
"1765190815-135","https://sn.coinafrique.com/categorie/vetements-homme?page=118","Kaki de luxe","12 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2199439_uploaded_image1_1590845025.jpg"
"1765190815-136","https://sn.coinafrique.com/categorie/vetements-homme?page=118","Pantalon kaki","12 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2199432_uploaded_image1_1590844985.jpg"
"1765190815-137","https://sn.coinafrique.com/categorie/vetements-homme?page=118","Chemises Giant","17 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2199415_uploaded_image1_1590844835.jpg"
"1765190815-138","https://sn.coinafrique.com/categorie/vetements-homme?page=118","T-shirts homme","11 500CFA","Biscuiterie, Dakar, Sénégal","https://images.coinafrique.com/thumb_2199325_uploaded_image1_1590843737.jpg"
"1765190815-139","https://sn.coinafrique.com/categorie/vetements-homme?page=118","Ensemble lacoste kaki","11 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2198774_uploaded_image1_1590838193.jpg"
"1765190815-140","https://sn.coinafrique.com/categorie/vetements-homme?page=118","Ensemble homme","15 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2198726_uploaded_image1_1590837758.jpg"
"1765190815-141","https://sn.coinafrique.com/categorie/vetements-homme?page=118","Ensemble homme","15 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2198716_uploaded_image1_1590837667.jpg"
"1765190815-142","https://sn.coinafrique.com/categorie/vetements-homme?page=118","Ensemble chomme","15 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2198709_uploaded_image1_1590837600.jpg"
"1765190815-143","https://sn.coinafrique.com/categorie/vetements-homme?page=118","Pantalons homme","Prix sur demande","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_2198585_uploaded_image1_1590836253.jpg"
"1765190815-144","https://sn.coinafrique.com/categorie/vetements-homme?page=118","Vêtement homme","Prix sur demande","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_2198582_uploaded_image1_1590836210.jpg"
"1765190815-145","https://sn.coinafrique.com/categorie/vetements-homme?page=118","Vêtement homme","Prix sur demande","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_2198342_uploaded_image1_1590834477.jpg"
"1765190815-146","https://sn.coinafrique.com/categorie/vetements-homme?page=118","Vêtements homme","Prix sur demande","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_2198292_uploaded_image1_1590834135.jpg"
"1765190815-147","https://sn.coinafrique.com/categorie/vetements-homme?page=118","Vêtements Homme","Prix sur demande","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_2198269_uploaded_image1_1590833952.jpg"
"1765190815-148","https://sn.coinafrique.com/categorie/vetements-homme?page=118","Vêtements hommes","Prix sur demande","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_2198259_uploaded_image1_1590833872.jpg"
"1765190815-149","https://sn.coinafrique.com/categorie/vetements-homme?page=118","Polo Lacoste","10 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2197635_uploaded_image1_1590827558.jpg"
"1765190815-150","https://sn.coinafrique.com/categorie/vetements-homme?page=118","Lacoste homme","10 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2197625_uploaded_image1_1590827486.jpg"
"1765190815-151","https://sn.coinafrique.com/categorie/vetements-homme?page=118","Lacoste Homme","10 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2197617_uploaded_image1_1590827440.jpg"
"1765190815-152","https://sn.coinafrique.com/categorie/vetements-homme?page=118","Lacoste homme","10 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2197608_uploaded_image1_1590827387.jpg"
"1765190815-153","https://sn.coinafrique.com/categorie/vetements-homme?page=118","Polo Lacoste","10 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2197603_uploaded_image1_1590827349.jpg"
"1765190815-154","https://sn.coinafrique.com/categorie/vetements-homme?page=118","Pantalons Kaki","6 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2196565_uploaded_image1_1590797135.jpg"
"1765190815-155","https://sn.coinafrique.com/categorie/vetements-homme?page=118","Pantalons Kaki","6 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2196564_uploaded_image1_1590797069.jpg"
"1765190815-156","https://sn.coinafrique.com/categorie/vetements-homme?page=118","Ensemble vêtements","12 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2196499_uploaded_image1_1590796189.jpg"
"1765190815-157","https://sn.coinafrique.com/categorie/vetements-homme?page=118","Ensemble homme","12 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2196495_uploaded_image1_1590796154.jpg"
"1765190815-158","https://sn.coinafrique.com/categorie/vetements-homme?page=118","Ensemble t-shirt + pantalon","12 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2196491_uploaded_image1_1590796132.jpg"
"1765190815-159","https://sn.coinafrique.com/categorie/vetements-homme?page=118","Ensemble homme","12 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2196490_uploaded_image1_1590796098.jpg"
"1765190815-160","https://sn.coinafrique.com/categorie/vetements-homme?page=118","Ensemble homme","12 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2196486_uploaded_image1_1590796052.jpg"
"1765190815-161","https://sn.coinafrique.com/categorie/vetements-homme?page=118","Ensemble homme","12 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2196484_uploaded_image1_1590796024.jpg"
"1765190815-162","https://sn.coinafrique.com/categorie/vetements-homme?page=118","Ensemble homme","12 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2196479_uploaded_image1_1590795995.jpg"
"1765190815-163","https://sn.coinafrique.com/categorie/vetements-homme?page=118","Ensemble homme","12 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2196475_uploaded_image1_1590795968.jpg"
"1765190815-164","https://sn.coinafrique.com/categorie/vetements-homme?page=118","Ensemble","12 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2196423_uploaded_image1_1590795400.jpg"
"1765190815-165","https://sn.coinafrique.com/categorie/vetements-homme?page=118","T-shirts homme","10 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2196379_uploaded_image1_1590794721.jpg"
"1765190815-166","https://sn.coinafrique.com/categorie/vetements-homme?page=118","Ensembles costume africain","20 000CFA","Saint Louis, Sénégal","https://images.coinafrique.com/thumb_2196287_uploaded_image1_1590793032.jpg"
"1765190815-167","https://sn.coinafrique.com/categorie/vetements-homme?page=118","Blouson homme","13 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2196236_uploaded_image1_1590895999.jpg"
"1765190815-168","https://sn.coinafrique.com/categorie/vetements-homme?page=118","T-shirt Turk","4 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_2195085_uploaded_image1_1590775135.jpg"
"1765191033-169","https://sn.coinafrique.com/categorie/vetements-homme?page=117","Complet homme et femme","10 000CFA","Dakar-Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2220179_uploaded_image1_1591182675.85.jpeg"
"1765191033-170","https://sn.coinafrique.com/categorie/vetements-homme?page=117","Ensemble Vêtements","Prix sur demande","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_2217972_uploaded_image1_1591142190.jpg"
"1765191033-171","https://sn.coinafrique.com/categorie/vetements-homme?page=117","Ensemble chemises","Prix sur demande","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_2217955_uploaded_image1_1591141961.jpg"
"1765191033-172","https://sn.coinafrique.com/categorie/vetements-homme?page=117","Ensemble vêtements","12 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2217939_uploaded_image1_1591141746.jpg"
"1765191033-173","https://sn.coinafrique.com/categorie/vetements-homme?page=117","Ensemble Vêtements","12 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2217937_uploaded_image1_1591141717.jpg"
"1765191033-174","https://sn.coinafrique.com/categorie/vetements-homme?page=117","Ensemble Vêtements","12 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2217935_uploaded_image1_1591141684.jpg"
"1765191033-175","https://sn.coinafrique.com/categorie/vetements-homme?page=117","Ensemble Vêtements","8 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2217917_uploaded_image1_1591141351.jpg"
"1765191033-176","https://sn.coinafrique.com/categorie/vetements-homme?page=117","Ensemble vêtements","8 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2217915_uploaded_image1_1591141311.jpg"
"1765191033-177","https://sn.coinafrique.com/categorie/vetements-homme?page=117","Ensemble Vêtements","10 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2217911_uploaded_image1_1591141286.jpg"
"1765191033-178","https://sn.coinafrique.com/categorie/vetements-homme?page=117","Ensemble Vêtements","10 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2217907_uploaded_image1_1591141255.jpg"
"1765191033-179","https://sn.coinafrique.com/categorie/vetements-homme?page=117","Ensembles Vêtements Hommes","10 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2217905_uploaded_image1_1591141226.jpg"
"1765191033-180","https://sn.coinafrique.com/categorie/vetements-homme?page=117","Ensemble Vêtements","10 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2217904_uploaded_image1_1591141197.jpg"
"1765191033-181","https://sn.coinafrique.com/categorie/vetements-homme?page=117","Ensemble vêetements","10 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2217900_uploaded_image1_1591141166.jpg"
"1765191033-182","https://sn.coinafrique.com/categorie/vetements-homme?page=117","Ensemble Vêtements","10 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2217897_uploaded_image1_1591141139.jpg"
"1765191033-183","https://sn.coinafrique.com/categorie/vetements-homme?page=117","Ensemble t-shirt + pantalon","10 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2217894_uploaded_image1_1591141096.jpg"
"1765191033-184","https://sn.coinafrique.com/categorie/vetements-homme?page=117","Ensemble t-shirt + pantalon","10 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2217889_uploaded_image1_1591141054.jpg"
"1765191033-185","https://sn.coinafrique.com/categorie/vetements-homme?page=117","Ensemble t-shirt + pantalon","10 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2217887_uploaded_image1_1591141026.jpg"
"1765191033-186","https://sn.coinafrique.com/categorie/vetements-homme?page=117","Ensemble t-shirt + pantalon","10 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2217885_uploaded_image1_1591141001.jpg"
"1765191033-187","https://sn.coinafrique.com/categorie/vetements-homme?page=117","Ensemble t-shirt + pantalon","13 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2217883_uploaded_image1_1591140975.jpg"
"1765191033-188","https://sn.coinafrique.com/categorie/vetements-homme?page=117","Ensemble vêtements","13 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2217874_uploaded_image1_1591140909.jpg"
"1765191033-189","https://sn.coinafrique.com/categorie/vetements-homme?page=117","Ensemble short et lacoste","Prix sur demande","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_2217869_uploaded_image1_1591140870.jpg"
"1765191033-190","https://sn.coinafrique.com/categorie/vetements-homme?page=117","Ensemble t-shirt + pantalon","13 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2217866_uploaded_image1_1591140865.jpg"
"1765191033-191","https://sn.coinafrique.com/categorie/vetements-homme?page=117","Ensemble t-shirt + pantalon","13 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2217864_uploaded_image1_1591140829.jpg"
"1765191033-192","https://sn.coinafrique.com/categorie/vetements-homme?page=117","Ensemble Lacoste","Prix sur demande","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_2217860_uploaded_image1_1591140779.jpg"
"1765191033-193","https://sn.coinafrique.com/categorie/vetements-homme?page=117","Pantalon kaki","6 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2217822_uploaded_image1_1591140349.jpg"
"1765191033-194","https://sn.coinafrique.com/categorie/vetements-homme?page=117","Pantalon Kaki","6 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2217818_uploaded_image1_1591140256.jpg"
"1765191033-195","https://sn.coinafrique.com/categorie/vetements-homme?page=117","Pantalon kaki","6 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2217816_uploaded_image1_1591140223.jpg"
"1765191033-196","https://sn.coinafrique.com/categorie/vetements-homme?page=117","Pantalons homme","6 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2217814_uploaded_image1_1591140194.jpg"
"1765191033-197","https://sn.coinafrique.com/categorie/vetements-homme?page=117","Pantalons","6 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2217810_uploaded_image1_1591140161.jpg"
"1765191033-198","https://sn.coinafrique.com/categorie/vetements-homme?page=117","Pantalons","6 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2217807_uploaded_image1_1591140127.jpg"
"1765191033-199","https://sn.coinafrique.com/categorie/vetements-homme?page=117","Ensemble vêtements","8 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2217768_uploaded_image1_1591139598.jpg"
"1765191033-200","https://sn.coinafrique.com/categorie/vetements-homme?page=117","Ensemble t-shirt et pantalon","8 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2217766_uploaded_image1_1591139567.jpg"
"1765191033-201","https://sn.coinafrique.com/categorie/vetements-homme?page=117","Ensemble t-shirt et pantalon","8 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2217764_uploaded_image1_1591139539.jpg"
"1765191033-202","https://sn.coinafrique.com/categorie/vetements-homme?page=117","Pantalon","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2217763_uploaded_image1_1591139507.jpg"
"1765191033-203","https://sn.coinafrique.com/categorie/vetements-homme?page=117","Pantalon","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2217760_uploaded_image1_1591139483.jpg"
"1765191033-204","https://sn.coinafrique.com/categorie/vetements-homme?page=117","Pantalon","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2217759_uploaded_image1_1591139457.jpg"
"1765191033-205","https://sn.coinafrique.com/categorie/vetements-homme?page=117","Ensemble t-shirt + pantalon","10 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2217756_uploaded_image1_1591139429.jpg"
